(0.995310, 0.255526)
(0.995192, 0.258726)
(0.995071, 0.261923)
(0.994949, 0.265117)
(0.994826, 0.268308)
(0.994701, 0.271496)
(0.994575, 0.274681)
(0.994447, 0.277863)
(0.994317, 0.281042)
(0.994187, 0.284218)
(0.994054, 0.287390)
(0.993921, 0.290560)
(0.993785, 0.293726)
(0.993649, 0.296889)
(0.993510, 0.300048)
(0.993371, 0.303205)
(0.993230, 0.306358)
(0.993087, 0.309507)
(0.992943, 0.312653)
(0.992797, 0.315796)
(0.992650, 0.318935)
(0.992501, 0.322070)
(0.992351, 0.325202)
(0.992200, 0.328331)
(0.992047, 0.331455)
(0.991892, 0.334576)
(0.991736, 0.337694)
(0.991579, 0.340807)
(0.991420, 0.343917)
(0.991260, 0.347023)
(0.991098, 0.350125)
(0.990934, 0.353223)
(0.990769, 0.356318)
(0.990603, 0.359408)
(0.990435, 0.362494)
(0.990266, 0.365577)
(0.990095, 0.368655)
(0.989923, 0.371729)
(0.989749, 0.374799)
(0.989574, 0.377865)
(0.989397, 0.380927)
(0.989219, 0.383984)
(0.989040, 0.387038)
(0.988859, 0.390087)
(0.988676, 0.393131)
(0.988492, 0.396172)
(0.988306, 0.399207)
(0.988119, 0.402239)
(0.987931, 0.405266)
(0.987741, 0.408288)
(0.987550, 0.411306)
(0.987357, 0.414320)
(0.987162, 0.417329)
(0.986966, 0.420333)
(0.986769, 0.423332)
(0.986570, 0.426327)
(0.986370, 0.429317)
(0.986168, 0.432303)
(0.985965, 0.435283)
(0.985761, 0.438259)
(0.985554, 0.441230)
(0.985347, 0.444196)
(0.985138, 0.447157)
(0.984927, 0.450113)
(0.984715, 0.453064)
(0.984502, 0.456011)
(0.984287, 0.458952)
(0.984070, 0.461888)
(0.983852, 0.464819)
(0.983633, 0.467744)
(0.983412, 0.470665)
(0.983190, 0.473580)
(0.982966, 0.476490)
(0.982741, 0.479395)
(0.982514, 0.482295)
(0.982286, 0.485189)
(0.982057, 0.488078)
(0.981826, 0.490961)
(0.981593, 0.493839)
(0.981359, 0.496712)
(0.981124, 0.499579)
(0.980887, 0.502440)
(0.980648, 0.505296)
(0.980408, 0.508146)
(0.980167, 0.510991)
(0.979924, 0.513830)
(0.979680, 0.516664)
(0.979434, 0.519491)
(0.979187, 0.522313)
(0.978938, 0.525129)
(0.978688, 0.527940)
(0.978437, 0.530744)
(0.978184, 0.533543)
(0.977929, 0.536335)
(0.977673, 0.539122)
(0.977416, 0.541903)
(0.977157, 0.544678)
(0.976897, 0.547447)
(0.976635, 0.550209)
(0.976372, 0.552966)
(0.976107, 0.555717)
(0.975841, 0.558461)
(0.975574, 0.561199)
(0.975305, 0.563931)
(0.975034, 0.566657)
(0.974762, 0.569376)
(0.974489, 0.572090)
(0.974214, 0.574796)
(0.973938, 0.577497)
(0.973660, 0.580191)
(0.973381, 0.582879)
(0.973100, 0.585560)
(0.972818, 0.588235)
(0.972534, 0.590903)
(0.972249, 0.593565)
(0.971963, 0.596220)
(0.971675, 0.598869)
(0.971386, 0.601511)
(0.971095, 0.604146)
(0.970802, 0.606775)
(0.970509, 0.609397)
(0.970214, 0.612012)
(0.969917, 0.614620)
(0.969619, 0.617222)
(0.969319, 0.619817)
(0.969019, 0.622405)
(0.968716, 0.624986)
(0.968412, 0.627560)
(0.968107, 0.630127)
(0.967800, 0.632687)
(0.967492, 0.635241)
(0.967183, 0.637787)
(0.966872, 0.640326)
(0.966559, 0.642858)
(0.966245, 0.645383)
(0.965930, 0.647901)
(0.965613, 0.650412)
(0.965295, 0.652915)
(0.964975, 0.655412)
(0.964654, 0.657901)
(0.964331, 0.660383)
(0.964007, 0.662857)
(0.963682, 0.665324)
(0.963355, 0.667784)
(0.963027, 0.670237)
(0.962697, 0.672682)
(0.962366, 0.675119)
(0.962033, 0.677549)
(0.961699, 0.679972)
(0.961364, 0.682387)
(0.961027, 0.684795)
(0.960688, 0.687195)
(0.960349, 0.689587)
(0.960007, 0.691972)
(0.959665, 0.694349)
(0.959321, 0.696719)
(0.958975, 0.699081)
(0.958628, 0.701435)
(0.958280, 0.703781)
(0.957930, 0.706120)
(0.957579, 0.708450)
(0.957226, 0.710773)
(0.956872, 0.713088)
(0.956517, 0.715396)
(0.956160, 0.717695)
(0.955801, 0.719986)
(0.955441, 0.722270)
(0.955080, 0.724545)
(0.954718, 0.726813)
(0.954353, 0.729072)
(0.953988, 0.731323)
(0.953621, 0.733567)
(0.953253, 0.735802)
(0.952883, 0.738029)
(0.952512, 0.740248)
(0.952139, 0.742458)
(0.951765, 0.744661)
(0.951390, 0.746855)
(0.951013, 0.749041)
(0.950635, 0.751219)
(0.950255, 0.753389)
(0.949874, 0.755550)
(0.949491, 0.757703)
(0.949107, 0.759847)
(0.948722, 0.761983)
(0.948335, 0.764111)
(0.947947, 0.766230)
(0.947557, 0.768341)
(0.947166, 0.770443)
(0.946774, 0.772537)
(0.946380, 0.774622)
(0.945985, 0.776698)
(0.945588, 0.778766)
(0.945190, 0.780826)
(0.944791, 0.782877)
(0.944390, 0.784919)
(0.943988, 0.786952)
(0.943584, 0.788977)
(0.943179, 0.790993)
(0.942772, 0.793001)
(0.942364, 0.794999)
(0.941955, 0.796989)
(0.941544, 0.798970)
(0.941132, 0.800943)
(0.940719, 0.802906)
(0.940304, 0.804860)
(0.939887, 0.806806)
(0.939470, 0.808743)
(0.939050, 0.810671)
(0.938630, 0.812589)
(0.938208, 0.814499)
(0.937785, 0.816400)
(0.937360, 0.818292)
(0.936934, 0.820175)
(0.936506, 0.822049)
(0.936077, 0.823913)
(0.935647, 0.825769)
(0.935215, 0.827615)
(0.934782, 0.829453)
(0.934348, 0.831281)
(0.933912, 0.833100)
(0.933474, 0.834910)
(0.933036, 0.836710)
(0.932596, 0.838502)
(0.932154, 0.840284)
(0.931711, 0.842057)
(0.931267, 0.843820)
(0.930821, 0.845574)
(0.930374, 0.847319)
(0.929926, 0.849055)
(0.929476, 0.850781)
(0.929025, 0.852498)
(0.928572, 0.854205)
(0.928118, 0.855903)
(0.927663, 0.857591)
(0.927206, 0.859270)
(0.926748, 0.860940)
(0.926289, 0.862600)
(0.925828, 0.864250)
(0.925365, 0.865891)
(0.924902, 0.867523)
(0.924437, 0.869144)
(0.923970, 0.870757)
(0.923503, 0.872359)
(0.923033, 0.873952)
(0.922563, 0.875535)
(0.922091, 0.877109)
(0.921618, 0.878673)
(0.921143, 0.880227)
(0.920667, 0.881772)
(0.920190, 0.883307)
(0.919711, 0.884832)
(0.919231, 0.886347)
(0.918749, 0.887853)
(0.918266, 0.889348)
(0.917782, 0.890834)
(0.917296, 0.892310)
(0.916809, 0.893776)
(0.916321, 0.895233)
(0.915831, 0.896679)
(0.915340, 0.898116)
(0.914848, 0.899543)
(0.914354, 0.900959)
(0.913859, 0.902366)
(0.913362, 0.903763)
(0.912864, 0.905150)
(0.912365, 0.906527)
(0.911864, 0.907893)
(0.911362, 0.909250)
(0.910859, 0.910597)
(0.910354, 0.911934)
(0.909848, 0.913260)
(0.909341, 0.914577)
(0.908832, 0.915884)
(0.908322, 0.917180)
(0.907810, 0.918466)
(0.907297, 0.919742)
(0.906783, 0.921008)
(0.906268, 0.922264)
(0.905751, 0.923510)
(0.905233, 0.924745)
(0.904713, 0.925971)
(0.904192, 0.927186)
(0.903670, 0.928390)
(0.903146, 0.929585)
(0.902621, 0.930769)
(0.902095, 0.931943)
(0.901567, 0.933107)
(0.901038, 0.934260)
(0.900508, 0.935403)
(0.899976, 0.936536)
(0.899443, 0.937659)
(0.898908, 0.938771)
(0.898373, 0.939873)
(0.897835, 0.940964)
(0.897297, 0.942045)
(0.896757, 0.943116)
(0.896216, 0.944176)
(0.895674, 0.945225)
(0.895130, 0.946265)
(0.894585, 0.947294)
(0.894038, 0.948312)
(0.893491, 0.949320)
(0.892941, 0.950318)
(0.892391, 0.951305)
(0.891839, 0.952281)
(0.891286, 0.953247)
(0.890732, 0.954203)
(0.890176, 0.955148)
(0.889619, 0.956082)
(0.889060, 0.957006)
(0.888501, 0.957919)
(0.887940, 0.958822)
(0.887377, 0.959714)
(0.886813, 0.960596)
(0.886248, 0.961467)
(0.885682, 0.962327)
(0.885114, 0.963177)
(0.884545, 0.964016)
(0.883975, 0.964844)
(0.883403, 0.965662)
(0.882830, 0.966469)
(0.882256, 0.967266)
(0.881681, 0.968051)
(0.881104, 0.968827)
(0.880525, 0.969591)
(0.879946, 0.970345)
(0.879365, 0.971088)
(0.878783, 0.971820)
(0.878199, 0.972542)
(0.877615, 0.973253)
(0.877028, 0.973953)
(0.876441, 0.974642)
(0.875852, 0.975321)
(0.875262, 0.975989)
(0.874671, 0.976646)
(0.874078, 0.977292)
(0.873484, 0.977928)
(0.872889, 0.978552)
(0.872293, 0.979166)
(0.871695, 0.979769)
(0.871096, 0.980362)
(0.870495, 0.980943)
(0.869893, 0.981514)
(0.869290, 0.982074)
(0.868686, 0.982623)
(0.868080, 0.983161)
(0.867474, 0.983688)
(0.866865, 0.984205)
(0.866256, 0.984710)
(0.865645, 0.985205)
(0.865033, 0.985689)
(0.864420, 0.986162)
(0.863805, 0.986624)
(0.863189, 0.987075)
(0.862572, 0.987516)
(0.861953, 0.987945)
(0.861333, 0.988364)
(0.860712, 0.988771)
(0.860090, 0.989168)
(0.859466, 0.989554)
(0.858841, 0.989929)
(0.858215, 0.990293)
(0.857587, 0.990646)
(0.856959, 0.990988)
(0.856328, 0.991319)
(0.855697, 0.991639)
(0.855064, 0.991949)
(0.854431, 0.992247)
(0.853795, 0.992534)
(0.853159, 0.992811)
(0.852521, 0.993076)
(0.851882, 0.993331)
(0.851242, 0.993575)
(0.850600, 0.993807)
(0.849958, 0.994029)
(0.849313, 0.994239)
(0.848668, 0.994439)
(0.848022, 0.994628)
(0.847374, 0.994806)
(0.846724, 0.994972)
(0.846074, 0.995128)
(0.845422, 0.995273)
(0.844769, 0.995407)
(0.844115, 0.995530)
(0.843460, 0.995642)
(0.842803, 0.995743)
(0.842145, 0.995833)
(0.841486, 0.995911)
(0.840825, 0.995979)
(0.840164, 0.996036)
(0.839501, 0.996082)
(0.838836, 0.996117)
(0.838171, 0.996141)
(0.837504, 0.996154)
(0.836836, 0.996156)
(0.836167, 0.996147)
(0.835497, 0.996127)
(0.834825, 0.996096)
(0.834152, 0.996054)
(0.833478, 0.996001)
(0.832802, 0.995937)
(0.832125, 0.995862)
(0.831447, 0.995777)
(0.830768, 0.995680)
(0.830088, 0.995572)
(0.829406, 0.995453)
(0.828723, 0.995323)
(0.828039, 0.995182)
(0.827354, 0.995030)
(0.826667, 0.994868)
(0.825979, 0.994694)
(0.825290, 0.994509)
(0.824600, 0.994313)
(0.823908, 0.994107)
(0.823216, 0.993889)
(0.822522, 0.993660)
(0.821826, 0.993421)
(0.821130, 0.993170)
(0.820432, 0.992909)
(0.819733, 0.992636)
(0.819033, 0.992353)
(0.818332, 0.992058)
(0.817629, 0.991753)
(0.816925, 0.991437)
(0.816220, 0.991109)
(0.815514, 0.990771)
(0.814807, 0.990422)
(0.814098, 0.990062)
(0.813388, 0.989691)
(0.812677, 0.989309)
(0.811965, 0.988917)
(0.811251, 0.988513)
(0.810537, 0.988098)
(0.809821, 0.987673)
(0.809103, 0.987237)
(0.808385, 0.986789)
(0.807666, 0.986331)
(0.806945, 0.985862)
(0.806223, 0.985382)
(0.805500, 0.984891)
(0.804775, 0.984390)
(0.804050, 0.983877)
(0.803323, 0.983354)
(0.802595, 0.982820)
(0.801866, 0.982275)
(0.801135, 0.981719)
(0.800404, 0.981152)
(0.799671, 0.980574)
(0.798937, 0.979986)
(0.798202, 0.979387)
(0.797466, 0.978777)
(0.796728, 0.978156)
(0.795989, 0.977524)
(0.795250, 0.976882)
(0.794508, 0.976229)
(0.793766, 0.975565)
(0.793023, 0.974890)
(0.792278, 0.974205)
(0.791532, 0.973508)
(0.790785, 0.972801)
(0.790037, 0.972084)
(0.789288, 0.971355)
(0.788537, 0.970616)
(0.787785, 0.969866)
(0.787033, 0.969106)
(0.786279, 0.968335)
(0.785523, 0.967553)
(0.784767, 0.966760)
(0.784009, 0.965957)
(0.783251, 0.965143)
(0.782491, 0.964318)
(0.781730, 0.963483)
(0.780967, 0.962637)
(0.780204, 0.961781)
(0.779439, 0.960914)
(0.778674, 0.960036)
(0.777907, 0.959148)
(0.777139, 0.958249)
(0.776369, 0.957339)
(0.775599, 0.956419)
(0.774827, 0.955489)
(0.774055, 0.954548)
(0.773281, 0.953596)
(0.772506, 0.952634)
(0.771730, 0.951661)
(0.770952, 0.950678)
(0.770174, 0.949685)
(0.769394, 0.948680)
(0.768613, 0.947666)
(0.767831, 0.946641)
(0.767048, 0.945605)
(0.766264, 0.944559)
(0.765479, 0.943503)
(0.764692, 0.942436)
(0.763905, 0.941359)
(0.763116, 0.940271)
(0.762326, 0.939173)
(0.761535, 0.938065)
(0.760743, 0.936946)
(0.759950, 0.935817)
(0.759155, 0.934678)
(0.758359, 0.933529)
(0.757563, 0.932369)
(0.756765, 0.931198)
(0.755966, 0.930018)
(0.755166, 0.928827)
(0.754365, 0.927626)
(0.753562, 0.926415)
(0.752759, 0.925193)
(0.751954, 0.923962)
(0.751148, 0.922720)
(0.750342, 0.921468)
(0.749534, 0.920205)
(0.748724, 0.918933)
(0.747914, 0.917650)
(0.747103, 0.916358)
(0.746290, 0.915055)
(0.745477, 0.913742)
(0.744662, 0.912419)
(0.743846, 0.911086)
(0.743030, 0.909743)
(0.742212, 0.908390)
(0.741392, 0.907027)
(0.740572, 0.905654)
(0.739751, 0.904270)
(0.738929, 0.902877)
(0.738105, 0.901474)
(0.737280, 0.900061)
(0.736455, 0.898638)
(0.735628, 0.897205)
(0.734800, 0.895762)
(0.733971, 0.894310)
(0.733141, 0.892847)
(0.732310, 0.891375)
(0.731477, 0.889893)
(0.730644, 0.888400)
(0.729809, 0.886899)
(0.728974, 0.885387)
(0.728137, 0.883865)
(0.727299, 0.882334)
(0.726460, 0.880793)
(0.725621, 0.879243)
(0.724780, 0.877682)
(0.723937, 0.876112)
(0.723094, 0.874532)
(0.722250, 0.872943)
(0.721405, 0.871344)
(0.720558, 0.869735)
(0.719711, 0.868117)
(0.718862, 0.866489)
(0.718013, 0.864852)
(0.717162, 0.863205)
(0.716310, 0.861549)
(0.715457, 0.859883)
(0.714603, 0.858207)
(0.713749, 0.856522)
(0.712892, 0.854828)
(0.712035, 0.853124)
(0.711177, 0.851411)
(0.710318, 0.849688)
(0.709458, 0.847956)
(0.708596, 0.846215)
(0.707734, 0.844464)
(0.706871, 0.842704)
(0.706006, 0.840935)
(0.705140, 0.839156)
(0.704274, 0.837368)
(0.703406, 0.835571)
(0.702537, 0.833765)
(0.701668, 0.831949)
(0.700797, 0.830124)
(0.699925, 0.828290)
(0.699052, 0.826447)
(0.698178, 0.824595)
(0.697303, 0.822734)
(0.696427, 0.820863)
(0.695550, 0.818984)
(0.694672, 0.817096)
(0.693793, 0.815198)
(0.692913, 0.813292)
(0.692031, 0.811376)
(0.691149, 0.809452)
(0.690266, 0.807518)
(0.689381, 0.805576)
(0.688496, 0.803625)
(0.687610, 0.801665)
(0.686722, 0.799696)
(0.685834, 0.797718)
(0.684945, 0.795731)
(0.684054, 0.793736)
(0.683163, 0.791732)
(0.682270, 0.789719)
(0.681377, 0.787698)
(0.680482, 0.785667)
(0.679586, 0.783628)
(0.678690, 0.781581)
(0.677792, 0.779525)
(0.676894, 0.777460)
(0.675994, 0.775386)
(0.675093, 0.773304)
(0.674192, 0.771214)
(0.673289, 0.769115)
(0.672386, 0.767007)
(0.671481, 0.764891)
(0.670575, 0.762767)
(0.669669, 0.760634)
(0.668761, 0.758493)
(0.667852, 0.756343)
(0.666943, 0.754185)
(0.666032, 0.752019)
(0.665120, 0.749844)
(0.664208, 0.747661)
(0.663294, 0.745470)
(0.662380, 0.743271)
(0.661464, 0.741063)
(0.660547, 0.738847)
(0.659630, 0.736623)
(0.658711, 0.734391)
(0.657792, 0.732151)
(0.656871, 0.729902)
(0.655950, 0.727646)
(0.655027, 0.725382)
(0.654104, 0.723109)
(0.653179, 0.720829)
(0.652254, 0.718541)
(0.651328, 0.716244)
(0.650400, 0.713940)
(0.649472, 0.711628)
(0.648543, 0.709308)
(0.647612, 0.706980)
(0.646681, 0.704645)
(0.645749, 0.702301)
(0.644816, 0.699950)
(0.643882, 0.697591)
(0.642947, 0.695224)
(0.642010, 0.692850)
(0.641073, 0.690468)
(0.640136, 0.688079)
(0.639197, 0.685682)
(0.638257, 0.683277)
(0.637316, 0.680864)
(0.636374, 0.678445)
(0.635431, 0.676017)
(0.634488, 0.673583)
(0.633543, 0.671140)
(0.632598, 0.668691)
(0.631651, 0.666234)
(0.630704, 0.663769)
(0.629755, 0.661298)
(0.628806, 0.658818)
(0.627856, 0.656332)
(0.626904, 0.653839)
(0.625952, 0.651338)
(0.624999, 0.648830)
(0.624045, 0.646315)
(0.623090, 0.643792)
(0.622134, 0.641263)
(0.621178, 0.638726)
(0.620220, 0.636183)
(0.619261, 0.633632)
(0.618302, 0.631075)
(0.617341, 0.628510)
(0.616380, 0.625938)
(0.615417, 0.623360)
(0.614454, 0.620775)
(0.613490, 0.618182)
(0.612525, 0.615583)
(0.611559, 0.612977)
(0.610592, 0.610365)
(0.609624, 0.607745)
(0.608655, 0.605119)
(0.607686, 0.602487)
(0.606715, 0.599847)
(0.605744, 0.597201)
(0.604771, 0.594548)
(0.603798, 0.591889)
(0.602824, 0.589223)
(0.601849, 0.586551)
(0.600873, 0.583872)
(0.599896, 0.581187)
(0.598918, 0.578495)
(0.597939, 0.575797)
(0.596960, 0.573093)
(0.595979, 0.570382)
(0.594998, 0.567665)
(0.594016, 0.564941)
(0.593033, 0.562212)
(0.592049, 0.559476)
(0.591064, 0.556734)
(0.590078, 0.553986)
(0.589091, 0.551231)
(0.588104, 0.548471)
(0.587115, 0.545704)
(0.586126, 0.542932)
(0.585136, 0.540153)
(0.584145, 0.537369)
(0.583153, 0.534578)
(0.582160, 0.531782)
(0.581167, 0.528980)
(0.580172, 0.526172)
(0.579177, 0.523358)
(0.578181, 0.520538)
(0.577183, 0.517713)
(0.576186, 0.514881)
(0.575187, 0.512044)
(0.574187, 0.509202)
(0.573186, 0.506354)
(0.572185, 0.503500)
(0.571183, 0.500640)
(0.570180, 0.497775)
(0.569176, 0.494905)
(0.568171, 0.492029)
(0.567165, 0.489148)
(0.566159, 0.486261)
(0.565152, 0.483369)
(0.564143, 0.480471)
(0.563134, 0.477568)
(0.562124, 0.474660)
(0.561114, 0.471747)
(0.560102, 0.468828)
(0.559090, 0.465904)
(0.558077, 0.462975)
(0.557063, 0.460041)
(0.556048, 0.457102)
(0.555032, 0.454158)
(0.554015, 0.451209)
(0.552998, 0.448254)
(0.551980, 0.445295)
(0.550961, 0.442331)
(0.549941, 0.439362)
(0.548920, 0.436388)
(0.547899, 0.433409)
(0.546877, 0.430426)
(0.545853, 0.427437)
(0.544829, 0.424444)
(0.543805, 0.421446)
(0.542779, 0.418444)
(0.541753, 0.415437)
(0.540726, 0.412425)
(0.539698, 0.409409)
(0.538669, 0.406388)
(0.537639, 0.403363)
(0.536609, 0.400333)
(0.535578, 0.397299)
(0.534546, 0.394260)
(0.533513, 0.391217)
(0.532479, 0.388170)
(0.531445, 0.385118)
(0.530410, 0.382062)
(0.529374, 0.379002)
(0.528337, 0.375937)
(0.527299, 0.372869)
(0.526261, 0.369796)
(0.525222, 0.366719)
(0.524182, 0.363639)
(0.523141, 0.360554)
(0.522100, 0.357465)
(0.521058, 0.354372)
(0.520015, 0.351275)
(0.518971, 0.348174)
(0.517926, 0.345070)
(0.516881, 0.341961)
(0.515835, 0.338849)
(0.514788, 0.335733)
(0.513740, 0.332614)
(0.512692, 0.329490)
(0.511643, 0.326363)
(0.510593, 0.323233)
(0.509542, 0.320098)
(0.508490, 0.316960)
(0.507438, 0.313819)
(0.506385, 0.310674)
(0.505331, 0.307526)
(0.504277, 0.304374)
(0.503222, 0.301219)
(0.502166, 0.298061)
(0.501109, 0.294899)
(0.500051, 0.291734)
(0.498993, 0.288566)
(0.497934, 0.285394)
(0.496874, 0.282220)
(0.495814, 0.279042)
(0.494753, 0.275861)
(0.493691, 0.272677)
(0.492628, 0.269490)
(0.491565, 0.266300)
(0.490500, 0.263107)
(0.489436, 0.259911)
(0.488370, 0.256712)
(0.487304, 0.253511)
(0.486236, 0.250306)
(0.485169, 0.247099)
(0.484100, 0.243889)
(0.483031, 0.240676)
(0.481961, 0.237461)
(0.480890, 0.234243)
(0.479819, 0.231022)
(0.478747, 0.227799)
(0.477674, 0.224573)
(0.476600, 0.221345)
(0.475526, 0.218114)
(0.474451, 0.214881)
(0.473375, 0.211645)
(0.472299, 0.208407)
(0.471222, 0.205167)
(0.470144, 0.201924)
(0.469065, 0.198679)
(0.467986, 0.195432)
(0.466906, 0.192183)
(0.465826, 0.188932)
(0.464744, 0.185678)
(0.463662, 0.182422)
(0.462580, 0.179165)
(0.461496, 0.175905)
(0.460412, 0.172643)
(0.459327, 0.169380)
(0.458242, 0.166114)
(0.457156, 0.162847)
(0.456069, 0.159578)
(0.454982, 0.156307)
(0.453893, 0.153034)
(0.452805, 0.149760)
(0.451715, 0.146484)
(0.450625, 0.143206)
(0.449534, 0.139927)
(0.448442, 0.136646)
(0.447350, 0.133363)
(0.446257, 0.130079)
(0.445164, 0.126794)
(0.444070, 0.123507)
(0.442975, 0.120218)
(0.441879, 0.116929)
(0.440783, 0.113638)
(0.439686, 0.110346)
(0.438589, 0.107052)
(0.437490, 0.103757)
(0.436392, 0.100461)
(0.435292, 0.097164)
(0.434192, 0.093866)
(0.433091, 0.090567)
(0.431990, 0.087267)
(0.430888, 0.083966)
(0.429785, 0.080663)
(0.428682, 0.077360)
(0.427578, 0.074056)
(0.426473, 0.070751)
(0.425368, 0.067446)
(0.424262, 0.064139)
(0.423155, 0.060832)
(0.422048, 0.057524)
(0.420941, 0.054215)
(0.419832, 0.050906)
(0.418723, 0.047596)
(0.417613, 0.044286)
(0.416503, 0.040975)
(0.415392, 0.037664)
(0.414281, 0.034352)
(0.413169, 0.031040)
(0.412056, 0.027727)
(0.410942, 0.024414)
(0.409828, 0.021101)
(0.408714, 0.017787)
(0.407599, 0.014473)
(0.406483, 0.011159)
(0.405366, 0.007845)
(0.404249, 0.004531)
(0.403132, 0.001217)
(0.402013, -0.002098)
(0.400895, -0.005412)
(0.399775, -0.008727)
(0.398655, -0.012041)
(0.397534, -0.015355)
(0.396413, -0.018669)
(0.395291, -0.021983)
(0.394169, -0.025297)
(0.393046, -0.028610)
(0.391922, -0.031924)
(0.390798, -0.035237)
(0.389673, -0.038549)
(0.388548, -0.041861)
(0.387422, -0.045173)
(0.386296, -0.048484)
(0.385169, -0.051795)
(0.384041, -0.055105)
(0.382913, -0.058415)
(0.381784, -0.061724)
(0.380655, -0.065033)
(0.379525, -0.068340)
(0.378394, -0.071647)
(0.377263, -0.074954)
(0.376131, -0.078259)
(0.374999, -0.081564)
(0.373867, -0.084868)
(0.372733, -0.088171)
(0.371599, -0.091473)
(0.370465, -0.094774)
(0.369330, -0.098074)
(0.368195, -0.101373)
(0.367058, -0.104671)
(0.365922, -0.107967)
(0.364785, -0.111263)
(0.363647, -0.114558)
(0.362509, -0.117851)
(0.361370, -0.121143)
(0.360231, -0.124433)
(0.359091, -0.127723)
(0.357950, -0.131011)
(0.356809, -0.134297)
(0.355668, -0.137582)
(0.354526, -0.140866)
(0.353383, -0.144148)
(0.352240, -0.147429)
(0.351097, -0.150708)
(0.349953, -0.153985)
(0.348808, -0.157261)
(0.347663, -0.160535)
(0.346517, -0.163807)
(0.345371, -0.167078)
(0.344224, -0.170347)
(0.343077, -0.173614)
(0.341929, -0.176879)
(0.340781, -0.180142)
(0.339632, -0.183403)
(0.338483, -0.186662)
(0.337333, -0.189920)
(0.336183, -0.193175)
(0.335032, -0.196428)
(0.333881, -0.199679)
(0.332729, -0.202928)
(0.331577, -0.206174)
(0.330424, -0.209419)
(0.329271, -0.212661)
(0.328117, -0.215900)
(0.326963, -0.219138)
(0.325808, -0.222373)
(0.324653, -0.225606)
(0.323497, -0.228836)
(0.322341, -0.232064)
(0.321185, -0.235289)
(0.320028, -0.238512)
(0.318870, -0.241732)
(0.317712, -0.244949)
(0.316553, -0.248164)
(0.315394, -0.251376)
(0.314235, -0.254586)
(0.313075, -0.257792)
(0.311914, -0.260996)
(0.310753, -0.264197)
(0.309592, -0.267395)
(0.308430, -0.270591)
(0.307268, -0.273783)
(0.306105, -0.276972)
(0.304942, -0.280159)
(0.303778, -0.283342)
(0.302614, -0.286522)
(0.301450, -0.289699)
(0.300285, -0.292873)
(0.299119, -0.296044)
(0.297953, -0.299211)
(0.296787, -0.302376)
(0.295620, -0.305537)
(0.294453, -0.308694)
(0.293285, -0.311849)
(0.292117, -0.315000)
(0.290948, -0.318147)
(0.289779, -0.321291)
(0.288610, -0.324432)
(0.287440, -0.327569)
(0.286270, -0.330702)
(0.285099, -0.333832)
(0.283928, -0.336958)
(0.282757, -0.340081)
(0.281585, -0.343200)
(0.280412, -0.346315)
(0.279239, -0.349426)
(0.278066, -0.352534)
(0.276892, -0.355637)
(0.275718, -0.358737)
(0.274544, -0.361833)
(0.273369, -0.364925)
(0.272194, -0.368013)
(0.271018, -0.371097)
(0.269842, -0.374177)
(0.268665, -0.377253)
(0.267488, -0.380325)
(0.266311, -0.383392)
(0.265133, -0.386456)
(0.263955, -0.389515)
(0.262777, -0.392570)
(0.261598, -0.395621)
(0.260419, -0.398667)
(0.259239, -0.401709)
(0.258059, -0.404747)
(0.256879, -0.407780)
(0.255698, -0.410809)
(0.254517, -0.413833)
(0.253335, -0.416853)
(0.252153, -0.419868)
